episode,instability_humans,instability_CAVs,avg_time_lost
1355,0,169,28.87
1360,0,123,29.439999999999998
1365,0,173,28.93
1370,0,113,29.31
1375,0,160,28.71
1380,0,112,28.79
1385,0,161,28.7
1390,0,107,29.49
1395,0,157,29.33
1400,0,103,28.41
1405,0,168,29.7
1410,0,106,29.62
1415,0,162,29.13
1420,0,101,29.389999999999997
1425,0,168,29.25
1430,0,112,28.66
1435,0,178,29.57
1440,0,113,29.45
1445,0,166,28.34
1450,0,100,28.82
1455,0,175,29.279999999999998
1460,0,112,29.759999999999998
1465,0,159,29.259999999999998
1470,0,101,29.04
1475,0,168,29.650000000000002
1480,0,115,29.540000000000003
1485,0,170,28.83
1490,0,118,29.26
1495,0,158,29.349999999999998
1500,0,115,28.419999999999998
1505,0,181,28.919999999999998
1510,0,98,28.5
1515,0,188,29.16
1520,0,93,29.380000000000003
1525,0,183,28.169999999999998
1530,0,112,29.46
1535,0,162,29.19
1540,0,116,29.700000000000003
1545,0,166,29.27
1550,0,100,28.869999999999997
1555,0,163,29.82
1560,0,107,29.240000000000002
1565,0,162,29.01
1570,0,96,29.41
1575,0,170,28.96
1580,0,102,29.28
1585,0,155,29.16
1590,0,94,28.669999999999998
1595,0,171,28.259999999999998
1600,0,100,27.72
1605,0,146,30.09
1610,0,95,29.349999999999998
1615,0,162,29.57
1620,0,88,29.16
1625,0,170,28.82
1630,0,90,28.79
1635,0,161,28.93
1640,0,93,29.439999999999998
1645,0,163,29.05
1650,0,94,29.56
1655,0,144,30.14
1660,0,94,30.4
1665,0,178,29.139999999999997
1670,0,107,28.740000000000002
1675,0,150,29.16
1680,0,86,29.66
1685,0,170,29.41
1690,0,89,29.72
1695,0,168,28.159999999999997
1700,0,79,29.4
1705,0,186,28.75
1710,0,82,29.659999999999997
1715,0,135,28.13
1720,0,83,28.259999999999998
1725,0,167,28.49
1730,0,84,29.34
1735,0,184,29.7
1740,0,96,30.34
1745,0,159,29.22
1750,0,82,29.57
1755,0,168,29.31
1760,0,90,28.779999999999998
1765,0,168,29.58
1770,0,90,29.2
1775,0,173,29.02
1780,0,83,29.55
1785,0,175,29.43
1790,0,82,29.82
1795,0,175,30.14
1800,0,85,29.41
1805,0,172,29.34
1810,0,79,29.4
1815,0,161,29.3
1820,0,70,29.240000000000002
1825,0,186,29.709999999999997
1830,0,82,29.34
1835,0,168,28.819999999999997
1840,0,82,28.94
1845,0,171,29.069999999999997
1850,0,76,29.029999999999998
1855,0,150,29.14
1860,0,83,29.11
1865,0,162,28.57
1870,0,77,28.529999999999998
1875,0,157,28.54
1880,0,65,28.24
1885,0,193,28.939999999999998
1890,0,66,29.2
1895,0,166,29.669999999999998
1900,0,73,28.900000000000002
1905,0,157,28.13
1910,0,81,28.799999999999997
1915,0,156,28.79
1920,0,76,29.4
1925,0,159,28.740000000000002
1930,0,82,28.25
1935,0,177,29.47
1940,0,61,29.85
1945,0,171,29.27
1950,0,64,29.419999999999998
1955,0,143,28.849999999999998
1960,0,63,29.0
1965,0,168,30.18
1970,0,61,29.38
1975,0,177,28.38
1980,0,54,28.38
1985,0,174,29.33
1990,0,69,29.04
1995,0,169,28.470000000000002
2000,0,58,29.22
2005,0,163,28.45
2010,0,50,28.580000000000002
2015,0,183,29.349999999999998
2020,0,62,28.79
2025,0,166,28.68
2030,0,49,29.27
2035,0,162,29.16
2040,0,58,29.04
2045,0,173,29.74
2050,0,43,30.189999999999998
2055,0,166,28.009999999999998
2060,0,62,28.18
2065,0,184,29.119999999999997
2070,0,54,28.25
2075,0,176,28.86
2080,0,64,29.21
2085,0,182,29.330000000000002
2090,0,51,28.74
2095,0,165,29.26
2100,0,53,29.14
2105,0,154,29.31
2110,0,50,29.07
2115,0,178,29.55
2120,0,50,28.849999999999998
2125,0,167,29.84
2130,0,63,29.39
2135,0,188,30.05
2140,0,50,29.810000000000002
2145,0,175,29.259999999999998
2150,0,38,29.27
2155,0,190,28.3
2160,0,37,29.27
2165,0,173,28.81
2170,0,35,29.669999999999998
2175,0,152,29.44
2180,0,38,29.400000000000002
2185,0,145,28.6
2190,0,41,29.220000000000002
2195,0,175,29.68
2200,0,38,29.72
2205,0,182,28.330000000000002
2210,0,47,28.88
2215,0,155,29.17
2220,0,33,28.74
2225,0,176,28.93
2230,0,31,28.799999999999997
2235,0,151,29.169999999999998
2240,0,23,28.5
2245,0,194,30.439999999999998
2250,0,37,30.23
2255,0,183,29.26
2260,0,38,28.59
2265,0,156,28.9
2270,0,34,29.09
2275,0,177,28.599999999999998
2280,0,33,28.83
2285,0,183,28.490000000000002
2290,0,32,28.709999999999997
2295,0,184,35.05
2300,0,20,28.77
2305,0,167,30.53
2310,0,32,30.419999999999998
2315,0,184,28.57
2320,0,23,28.88
2325,0,144,28.46
2330,0,20,28.71
2335,0,162,29.84
2340,0,19,29.8
2345,0,173,28.99
2350,0,18,28.6
2355,0,172,28.55
2360,0,20,28.15
2365,0,199,29.11
2370,0,20,35.57
2375,0,189,28.42
2380,0,24,28.65
2385,0,200,38.31
2390,0,12,29.35
2395,0,148,29.59
2400,0,10,29.28
2405,0,167,28.669999999999998
2410,0,22,28.74
2415,0,180,29.3
2420,0,10,29.25
2425,0,159,28.509999999999998
2430,0,13,28.22
2435,0,152,28.419999999999998
2440,0,20,28.54
2445,0,175,28.759999999999998
2450,0,18,28.96
2455,0,145,29.82
2460,0,17,29.82
2465,0,186,29.48
2470,0,10,29.23
2475,0,142,28.74
2480,0,15,29.0
2485,0,194,29.74
2490,0,13,29.58
2495,0,168,28.84
2500,0,23,28.72
2505,0,178,28.669999999999998
2510,0,10,28.639999999999997
2515,0,159,29.36
2520,0,16,28.87
2525,0,141,28.65
2530,0,12,29.02
2535,0,158,29.05
2540,0,16,29.07
2545,0,184,29.759999999999998
2550,0,17,30.09
2555,0,152,29.669999999999998
2560,0,21,29.790000000000003
2565,0,164,29.08
2570,0,23,29.51
2575,0,155,29.75
2580,0,18,29.89
2585,0,153,29.15
2590,0,14,29.38
2595,0,151,29.15
2600,0,23,29.16
2605,0,199,29.23
2610,0,13,29.36
2615,0,174,34.22
2620,0,14,27.61
2625,0,181,29.02
2630,0,14,29.060000000000002
2635,0,187,28.84
2640,0,20,28.939999999999998
2645,0,185,29.17
2650,0,16,29.45
2655,0,133,28.740000000000002
2660,0,16,28.9
2665,0,188,29.16
2670,0,17,28.88
2675,0,172,29.18
2680,0,18,29.38
2685,0,171,29.439999999999998
2690,0,16,29.169999999999998
2695,0,140,28.83
2700,0,11,28.98
2705,0,185,36.08
2710,0,23,35.56
2715,0,172,28.54
2720,0,21,28.66
2725,0,151,28.48
2730,0,11,28.4
2735,0,203,29.41
2740,0,14,29.34
2745,0,150,29.03
2750,0,15,29.17
2755,0,183,29.58
2760,0,14,29.509999999999998
2765,0,197,28.82
2770,0,15,29.0
2775,0,182,28.93
2780,0,14,28.79
2785,0,167,28.88
2790,0,15,28.98
2795,0,174,28.38
2800,0,15,28.68
2805,0,167,28.98
2810,0,14,29.06
2815,0,183,28.450000000000003
2820,0,13,28.270000000000003
2825,0,142,28.85
2830,0,20,29.21
2835,0,193,28.939999999999998
2840,0,18,28.66
2845,0,175,28.86
2850,0,13,29.06
2855,0,149,29.150000000000002
2860,0,19,29.05
2865,0,192,28.71
2870,0,16,28.62
2875,0,155,29.3
2880,0,17,35.15
2885,0,143,28.88
2890,0,8,28.53
2895,0,153,29.26
2900,0,20,29.34
2905,0,191,29.49
2910,0,10,29.14
2915,0,142,28.79
2920,0,15,29.349999999999998
2925,0,159,28.16
2930,0,19,28.55
2935,0,182,28.86
2940,0,13,28.97
2945,0,193,29.03
2950,0,19,29.36
2955,0,159,29.58
2960,0,20,30.01
2965,0,184,27.96
2970,0,13,27.96
2975,0,137,28.5
2980,0,11,28.38
2985,0,179,27.94
2990,0,24,28.25
2995,0,168,29.38
3000,0,16,28.89
3005,0,186,29.13
3010,0,12,29.389999999999997
3015,0,160,28.53
3020,0,15,29.36
3025,0,150,29.54
3030,0,16,30.02
3035,0,177,29.09
3040,0,15,29.15
3045,0,173,29.869999999999997
3050,0,11,29.72
3055,0,148,29.54
3060,0,17,29.58
3065,0,184,29.07
3070,0,21,29.0
3075,0,148,29.11
3080,0,8,28.92
3085,0,157,29.88
3090,0,17,29.77
3095,0,158,28.97
3100,0,19,28.61
3105,0,169,29.33
3110,0,16,29.28
3115,0,185,28.830000000000002
3120,0,23,29.03
3125,0,179,29.46
3130,0,23,29.369999999999997
3135,0,154,28.71
3140,0,20,28.59
3145,0,178,28.659999999999997
3150,0,26,29.06
3155,0,190,29.189999999999998
3160,0,17,29.15
3165,0,155,29.209999999999997
3170,0,19,29.04
3175,0,194,29.34
3180,0,13,29.4
3185,0,169,28.65
3190,0,12,28.67
3195,0,170,28.509999999999998
3200,0,8,28.32
3205,0,197,28.57
3210,0,18,28.759999999999998
3215,0,163,29.96
3220,0,17,29.28
3225,0,147,29.25
3230,0,12,29.040000000000003
3235,0,181,29.4
3240,0,12,29.29
3245,0,177,29.34
3250,0,10,29.18
3255,0,159,29.1
3260,0,15,29.07
3265,0,173,29.330000000000002
3270,0,13,29.43
3275,0,189,29.59
3280,0,14,29.52
3285,0,161,29.450000000000003
3290,0,16,29.3
3295,0,181,29.2
3300,0,16,28.83
3305,0,182,28.84
3310,0,26,29.32
3315,0,182,28.41
3320,0,17,28.919999999999998
3325,0,183,28.94
3330,0,21,28.819999999999997
3335,0,156,29.42
3340,0,14,29.75
3345,0,167,28.8
3350,0,19,28.98
3355,0,148,29.869999999999997
3360,0,22,29.65
3365,0,173,28.889999999999997
3370,0,24,28.63
3375,0,190,28.42
3380,0,14,28.52
3385,0,205,29.66
3390,0,26,29.45
3395,0,156,29.02
3400,0,13,29.18
3405,0,174,29.220000000000002
3410,0,16,29.26
3415,0,195,29.4
3420,0,21,29.25
3425,0,179,28.81
3430,0,9,28.799999999999997
3435,0,160,28.46
3440,0,17,28.39
3445,0,174,28.59
3450,0,11,28.84
3455,0,185,28.2
3460,0,11,28.09
3465,0,169,29.03
3470,0,15,28.93
3475,0,178,28.919999999999998
3480,0,17,28.44
3485,0,197,28.770000000000003
3490,0,21,28.290000000000003
3495,0,178,29.13
3500,0,22,29.14
3505,0,196,29.02
3510,0,18,29.04
3515,0,156,28.68
3520,0,19,29.11
3525,0,175,29.099999999999998
3530,0,13,29.009999999999998
3535,0,184,28.5
3540,0,15,28.25
3545,0,139,28.07
3550,0,14,28.31
3555,0,169,29.25
3560,0,13,29.5
3565,0,155,29.240000000000002
3570,0,14,29.189999999999998
3575,0,189,29.06
3580,0,22,29.0
3585,0,161,29.05
3590,0,10,28.95
3595,0,191,29.67
3600,0,16,29.72
3605,0,180,29.619999999999997
3610,0,19,29.8
3615,0,190,29.04
3620,0,14,28.909999999999997
3625,0,173,28.85
3630,0,15,28.29
3635,0,162,29.26
3640,0,17,28.889999999999997
3645,0,146,28.79
3650,0,13,28.6
3655,0,164,29.25
3660,0,15,29.18
3665,0,181,28.610000000000003
3670,0,17,28.33
3675,0,166,28.77
3680,0,10,28.759999999999998
3685,0,169,28.770000000000003
3690,0,12,28.96
3695,0,190,28.990000000000002
3700,0,10,29.06
3705,0,196,29.27
3710,0,28,29.47
3715,0,170,28.869999999999997
3720,0,16,28.95
3725,0,175,28.62
3730,0,16,28.57
3735,0,158,29.409999999999997
3740,0,15,29.229999999999997
3745,0,187,29.24
3750,0,12,29.080000000000002
3755,0,162,28.93
3760,0,16,28.94
3765,0,186,28.159999999999997
3770,0,12,28.04
3775,0,184,29.26
3780,0,19,29.14
3785,0,161,28.32
3790,0,20,28.86
3795,0,178,28.62
3800,0,22,28.849999999999998
3805,0,167,28.82
3810,0,20,29.15
3815,0,149,29.77
3820,0,17,29.37
3825,0,164,28.669999999999998
3830,0,15,28.25
3835,0,187,29.11
3840,0,19,28.93
3845,0,161,27.43
3850,0,19,27.62
3855,0,189,29.19
3860,0,13,28.97
3865,0,139,28.6
3870,0,20,28.48
3875,0,136,30.02
3880,0,13,29.86
3885,0,173,29.279999999999998
3890,0,18,29.200000000000003
3895,0,185,29.389999999999997
3900,0,14,29.2
3905,0,180,30.09
3910,0,11,29.36
3915,0,181,28.720000000000002
3920,0,22,28.73
3925,0,177,29.56
3930,0,8,29.25
3935,0,158,29.2
3940,0,17,29.3
3945,0,169,28.759999999999998
3950,0,14,29.06
3955,0,157,29.64
3960,0,15,29.38
3965,0,184,29.09
3970,0,18,28.95
3975,0,171,29.150000000000002
3980,0,19,28.87
3985,0,163,28.959999999999997
3990,0,19,29.13
3995,0,197,29.48
4000,0,15,29.34
4005,0,148,28.98
4010,0,17,29.09
4015,0,154,28.220000000000002
4020,0,16,28.27
4025,0,187,28.98
4030,0,19,29.669999999999998
4035,0,188,29.02
4040,0,17,28.87
4045,0,162,28.93
4050,0,12,28.96
4055,0,159,28.53
4060,0,14,29.02
4065,0,166,29.67
4070,0,17,29.47
4075,0,158,28.85
4080,0,12,28.98
4085,0,182,29.43
4090,0,10,29.45
4095,0,159,29.369999999999997
4100,0,19,29.529999999999998
4105,0,172,28.9
4110,0,22,29.169999999999998
4115,0,157,29.18
4120,0,11,28.88
4125,0,158,28.79
4130,0,22,29.31
4135,0,179,29.18
4140,0,13,29.470000000000002
4145,0,162,28.28
4150,0,15,28.580000000000002
4155,0,178,29.12
4160,0,22,29.630000000000003
4165,0,145,29.349999999999998
4170,0,11,29.45
4175,0,145,28.68
4180,0,12,28.93
4185,0,177,28.89
4190,0,20,29.009999999999998
4195,0,139,28.279999999999998
4200,0,25,28.57
4205,0,190,29.66
4210,0,18,29.299999999999997
4215,0,166,29.4
4220,0,15,29.27
4225,0,176,29.59
4230,0,19,29.669999999999998
4235,0,152,29.04
4240,0,25,29.310000000000002
4245,0,175,29.18
4250,0,8,29.33
4255,0,153,29.52
4260,0,22,29.35
4265,0,175,29.229999999999997
4270,0,19,29.31
4275,0,106,28.73
4280,0,21,28.55
4285,0,166,29.169999999999998
4290,0,15,28.77
4295,0,189,29.15
4300,0,22,29.19
4305,0,158,29.849999999999998
4310,0,18,29.68
4315,0,172,29.25
4320,0,22,28.82
4325,0,198,29.369999999999997
4330,0,23,29.55
4335,0,158,28.27
4340,0,13,28.470000000000002
4345,0,159,29.21
4350,0,11,29.32
4355,0,171,29.099999999999998
4360,0,18,29.15
4365,0,179,29.0
4370,0,17,29.06
4375,0,186,28.700000000000003
4380,0,12,28.73
4385,0,153,28.759999999999998
4390,0,15,28.94
4395,0,166,28.64
4400,0,14,28.3
4405,0,180,29.14
4410,0,18,29.38
4415,0,156,29.59
4420,0,13,29.45
4425,0,168,29.259999999999998
4430,0,17,28.869999999999997
4435,0,166,29.48
4440,0,18,28.96
4445,0,173,28.470000000000002
4450,0,10,28.919999999999998
4455,0,168,28.939999999999998
4460,0,15,28.81
4465,0,164,28.59
4470,0,12,28.990000000000002
4475,0,172,29.52
4480,0,25,29.729999999999997
4485,0,170,28.8
4490,0,15,29.09
4495,0,206,29.91
4500,0,13,29.98
4505,0,173,29.32
4510,0,15,29.06
4515,0,186,28.42
4520,0,10,28.72
4525,0,155,29.139999999999997
4530,0,12,28.91
4535,0,149,29.09
4540,0,16,29.13
4545,0,160,29.35
4550,0,21,29.6
4555,0,150,28.89
4560,0,21,28.89
4565,0,202,29.189999999999998
4570,0,12,28.869999999999997
4575,0,162,29.169999999999998
4580,0,16,29.1
4585,0,177,29.71
4590,0,14,29.88
4595,0,166,29.509999999999998
4600,0,18,29.72
4605,0,158,29.96
4610,0,22,29.6
4615,0,169,28.51
4620,0,17,28.46
4625,0,143,29.04
4630,0,17,28.94
4635,0,155,28.04
4640,0,15,28.32
4645,0,174,28.66
4650,0,17,28.53
4655,0,171,28.95
4660,0,20,28.819999999999997
4665,0,175,28.819999999999997
4670,0,9,28.88
4675,0,172,28.27
4680,0,21,28.43
4685,0,166,28.95
4690,0,9,29.16
4695,0,178,29.31
4700,0,13,29.439999999999998
4705,0,202,29.240000000000002
4710,0,21,29.33
4715,0,171,28.41
4720,0,27,28.41
4725,0,177,29.0
4730,0,15,29.24
4735,0,185,28.23
4740,0,26,28.33
4745,0,168,28.830000000000002
4750,0,22,29.32
4755,0,166,29.56
4760,0,18,29.46
4765,0,177,28.88
4770,0,15,28.67
4775,0,180,29.02
4780,0,25,28.82
4785,0,151,29.33
4790,0,9,29.279999999999998
4795,0,167,29.73
4800,0,22,29.369999999999997
4805,0,161,29.19
4810,0,14,29.41
4815,0,155,28.74
4820,0,21,28.74
4825,0,171,28.52
4830,0,20,28.54
4835,0,180,29.43
4840,0,15,29.290000000000003
4845,0,192,29.16
4850,0,19,29.0
4855,0,176,28.96
4860,0,14,28.81
4865,0,161,28.85
4870,0,17,28.62
4875,0,178,29.51
4880,0,27,29.33
4885,0,170,29.509999999999998
4890,0,19,29.83
4895,0,155,29.19
4900,0,15,29.25
4905,0,207,28.869999999999997
4910,0,20,29.32
4915,0,165,28.48
4920,0,14,29.12
4925,0,147,28.650000000000002
4930,0,25,28.61
4935,0,164,29.3
4940,0,9,28.99
4945,0,157,28.11
4950,0,18,28.25
4955,0,151,29.529999999999998
4960,0,13,29.569999999999997
4965,0,164,28.98
4970,0,7,29.42
4975,0,137,29.52
4980,0,8,29.04
4985,0,170,29.23
4990,0,15,29.26
4995,0,159,29.4
5000,0,11,28.91
5005,0,170,28.709999999999997
5010,0,18,28.66
5015,0,158,28.47
5020,0,20,28.85
5025,0,188,29.1
5030,0,19,28.84
5035,0,182,30.26
5040,0,15,30.37
5045,0,159,30.38
5050,0,10,30.599999999999998
5055,0,186,28.74
5060,0,19,28.6
5065,0,203,28.55
5070,0,13,28.55
5075,0,153,28.490000000000002
5080,0,21,29.01
5085,0,144,28.580000000000002
5090,0,18,28.23
5095,0,177,28.56
5100,0,21,28.48
5105,0,180,29.14
5110,0,14,29.44
5115,0,152,27.85
5120,0,13,27.78
5125,0,177,28.45
5130,0,8,28.240000000000002
5135,0,173,28.049999999999997
5140,0,19,28.32
5145,0,130,28.34
5150,0,11,28.63
5155,0,174,29.01
5160,0,19,28.509999999999998
5165,0,166,29.57
5170,0,17,30.0
5175,0,192,28.65
5180,0,17,29.06
5185,0,148,28.81
5190,0,14,28.61
5195,0,173,29.32
5200,0,14,29.189999999999998
5205,0,178,29.43
5210,0,18,29.52
5215,0,152,29.36
5220,0,16,29.02
5225,0,157,29.16
5230,0,16,28.82
5235,0,159,29.509999999999998
5240,0,11,29.709999999999997
5245,0,174,28.46
5250,0,15,28.909999999999997
5255,0,167,29.07
5260,0,11,28.98
5265,0,153,28.49
5270,0,11,28.919999999999998
5275,0,173,30.01
5280,0,15,29.79
5285,0,150,28.83
5290,0,10,28.619999999999997
5295,0,154,29.19
5300,0,15,29.57
5305,0,166,28.81
5310,0,17,28.28
5315,0,184,28.970000000000002
5320,0,17,29.020000000000003
5325,0,155,28.71
5330,0,15,28.73
5335,0,172,28.29
5340,0,17,28.27
5345,0,168,28.64
5350,0,15,28.89
5355,0,149,28.279999999999998
5360,0,20,28.6
5365,0,188,28.8
5370,0,22,28.759999999999998
5375,0,165,28.53
5380,0,12,28.459999999999997
5385,0,172,29.619999999999997
5390,0,21,29.2
5395,0,155,29.37
5400,0,14,29.31
5405,0,192,28.82
5410,0,22,29.1
5415,0,175,28.259999999999998
5420,0,11,28.55
5425,0,166,29.14
5430,0,17,29.2
5435,0,153,30.19
5440,0,16,29.88
5445,0,194,28.79
5450,0,15,28.779999999999998
5455,0,177,29.12
5460,0,15,29.0
5465,0,138,28.38
5470,0,14,28.97
5475,0,180,29.66
5480,0,17,29.939999999999998
5485,0,176,29.169999999999998
5490,0,10,28.77
5495,0,152,29.8
5500,0,23,29.439999999999998
5505,0,144,28.93
5510,0,20,28.869999999999997
5515,0,135,29.12
5520,0,18,29.11
5525,0,175,29.150000000000002
5530,0,19,29.37
5535,0,194,28.42
5540,0,16,28.61
5545,0,183,29.68
5550,0,11,29.509999999999998
5555,0,167,30.029999999999998
5560,0,16,29.95
5565,0,193,29.139999999999997
5570,0,12,28.68
5575,0,151,28.869999999999997
5580,0,17,28.889999999999997
5585,0,158,28.03
5590,0,18,27.97
5595,0,170,28.89
5600,0,19,28.889999999999997
5605,0,166,29.14
5610,0,15,29.07
5615,0,201,28.64
5620,0,12,28.04
5625,0,151,29.48
5630,0,12,29.04
5635,0,161,28.36
5640,0,22,28.59
5645,0,167,28.619999999999997
5650,0,16,28.39
5655,0,199,28.889999999999997
5660,0,20,28.919999999999998
5665,0,148,28.38
5670,0,18,28.57
5675,0,170,28.93
5680,0,13,28.63
5685,0,154,29.35
5690,0,11,29.88
5695,0,152,28.61
5700,0,16,28.75
5705,0,168,28.91
5710,0,16,28.74
5715,0,143,28.7
5720,0,15,28.549999999999997
5725,0,151,28.700000000000003
5730,0,19,28.73
5735,0,168,28.74
5740,0,15,28.71
5745,0,166,28.36
5750,0,7,28.73
5755,0,172,28.49
5760,0,19,28.43
5765,0,158,28.830000000000002
5770,0,21,28.77
5775,0,186,28.7
5780,0,16,28.82
5785,0,157,29.36
5790,0,13,29.24
5795,0,179,28.97
5800,0,11,28.67
5805,0,155,28.0
5810,0,12,28.330000000000002
5815,0,180,28.549999999999997
5820,0,20,28.18
5825,0,136,28.259999999999998
5830,0,18,28.17
5835,0,149,28.32
5840,0,13,28.439999999999998
5845,0,177,29.47
5850,0,19,29.74
5855,0,176,29.54
5860,0,18,29.71
5865,0,163,28.63
5870,0,11,28.64
5875,0,198,29.549999999999997
5880,0,21,29.369999999999997
5885,0,168,28.32
5890,0,21,28.139999999999997
5895,0,135,29.0
5900,0,15,41.66
5905,0,151,29.18
5910,0,18,29.27
5915,0,158,29.76
5920,0,21,30.0
5925,0,131,28.93
5930,0,20,29.25
